2.171900826 1.960330579 1.571900826 1.950413223 1.85785124 1.60661157 1.778512397 1.714049587 1.490909091 1.692561983 1.680991736 1.490909091
0.87768595           
0.566433145 0.746768102          
0.280666083 0.309148377 0.818083301         
0.372776531 0.340744896 0.193968584 0.828662908        
0.325800449 0.313888129 0.169177932 0.575721088 0.751283455       
0.221709266 0.227746155 0.332967544 0.349666138 0.342994363 0.778764162      
0.317938263 0.309079963 0.171580647 0.399594987 0.327735209 0.262062832 0.758809042     
0.239633846 0.270094686 0.120759674 0.335134913 0.318556729 0.226728148 0.535898418 0.59856056    
0.138982541 0.135400361 0.193949428 0.223058399 0.222215533 0.264629741 0.362221553 0.316104756 0.541721854   
0.263201248 0.254340211 0.159558864 0.34896831 0.280729024 0.219916808 0.37881342 0.319227191 0.242233594 0.650358492  
0.246981555 0.260502983 0.133074271 0.338459854 0.282392863 0.202112638 0.35803459 0.3275026 0.241300421 0.50937825 0.605018882 
0.180373269 0.170168573 0.19063817 0.21974714 0.174202288 0.249729079 0.246327514 0.201866346 0.22384106 0.361438892 0.338982541 0.498675497
